,time,Albania,Argentina,Australia,Austria,Belgium,Brazil,Bulgaria,Cambodia,Canada,Chile,Colombia,Croatia,Czech Republic,Denmark,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Ireland,Israel,Italy,Japan,Latvia,Lithuania,Luxembourg,Macao,Malaysia,Mexico,Morocco,Netherlands,New Zealand,Norway,Philippines,Poland,Portugal,Republic of Korea,Romania,Russia,Saudi Arabia,Serbia,Singapore,Slovakia,Slovenia,South Africa,Spain,Sweden,Switzerland,Taiwan,Thailand,Turkey,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Vietnam,transportation_type
236,20/4/2020,36.72,18.44,47.28,44.2,59.11,39.71,26.1,53.47,58.6,27.8,38.33,37.33,42.91,83.64,32.25,74.13,78.78,17.37,66.52,35.52,44.21,33.59,32.88,25.95,32.83,37.78,40.92,14.46,63.57,52.15,49.5,40.58,17.42,35.09,35.34,16.8,55,24.35,83.64,21.35,38.18,13.43,40.37,19.31,47.24,49.97,24.23,27.92,66.76,53.59,23.15,11.81,81.22,61.7,69.61,22.43,40.61,42.41,47,44.92,53.87,31.13,59.5,walking
237,21/4/2020,34.46,19.01,47.66,44.93,61.02,32.11,32.51,60.45,51.99,27.92,37.61,41.75,42.79,86.29,59.58,84.21,96.17,18.56,66.47,34.05,42.03,32.91,42.77,25.3,32.51,35.95,41.39,16.56,62.52,63.18,59,39.18,17.71,37.18,34.81,17.76,57.65,25.93,90.22,21.07,38.74,15.9,37.92,23.43,48.33,49.52,39.59,27.71,68.38,56.26,24.97,11.76,88.22,63.66,66.9,23.6,40.36,49.23,45.43,45.61,51.9,31.48,57.05,walking
238,22/4/2020,35.39,18.47,47.17,47.59,66.65,43.53,39.27,58.14,53.94,29.19,37.9,45.58,47.88,88.04,62.68,91.42,83.97,19.22,68.86,32.44,40.47,34.61,44.46,25.55,33.64,33.16,42.49,17.21,60.37,64.71,66.29,43.66,14.1,38.21,35.61,17.46,64.8,23.51,86.79,20.99,40.87,16.26,40.8,26.11,47.84,53.35,35.77,27.53,71.97,69.65,24.09,13.93,89.06,69.95,67.3,24.03,39.94,53.77,50.93,46.54,52.86,31.91,59.06,walking
239,23/4/2020,34.8,20.39,51.03,48.07,67.61,44,43.87,53.91,57.59,28.57,40.53,48.69,46.28,90.22,54.33,87.88,83.75,19.68,72.15,37.04,45.89,36,31.56,24.78,28.66,30.47,48.41,18.54,60.29,63.01,66.18,44.58,16.12,30.89,35.85,17,68.2,27.04,84.53,21,45.74,17.7,43.15,29.33,48.95,51.35,40.12,25.31,80.59,67.79,25.86,17.73,88.55,70.87,67.45,24.49,16.86,56.18,48.5,46.36,52.92,32.81,61.25,walking
240,24/4/2020,34.63,22.32,46.68,44.41,65.62,45,40.44,57.08,63.55,32.79,40.81,46.1,45.89,88.08,30.91,77.58,73.4,18.93,68.32,41.82,53.71,37.25,46.7,24.67,29.41,31.67,31.87,20.51,68.62,61.53,70.4,43.13,18.92,38.33,38.31,16.39,70.59,27.71,74.38,20.66,45.26,17.39,55.51,29.51,50.71,41.53,36.01,25.87,73.88,66.44,27.5,16.94,85.18,75.27,92.28,27.48,15.66,58.27,42.25,49.85,58.89,34.19,66.31,walking
241,25/4/2020,29,23.31,39.3,43.01,76.05,42.06,41.08,53.64,63.76,27.92,41.81,49.7,41.32,87.26,41.53,72.54,69.58,17.08,72.98,44.45,50.14,31.65,46.33,24.71,29.9,33.02,37.95,19.33,65.01,54.01,67.73,49.21,23.44,43.91,38.83,13.66,65.35,26.83,78.86,20.28,36.43,16.96,56.25,21.61,46.9,42.74,18.07,27.17,59.2,55.93,24.57,19.26,85.7,72.22,92.77,24.61,14.57,48.15,43,49.52,60,25.11,72.32,walking
242,26/4/2020,35.22,16.36,45.09,48.66,83.69,27.92,30.39,56.38,47.31,18.53,43.82,42.84,47.72,75.37,50.13,70,77.01,16.18,81.52,43.12,53.44,31.17,37.74,25.32,30.85,25.01,52.92,20.11,57.34,52.48,60.82,49.28,18.99,43.44,28.24,12.86,63.36,25.44,72.67,20.92,40.75,14.78,44,25.99,46.99,44.04,24.97,25.06,72.26,55.02,19.56,19.5,78.72,65.37,73.48,24.51,18.11,45.76,47.5,44.12,45.95,19.74,70.59,walking
243,27/4/2020,41.83,18.48,46.07,44.67,60.73,40.94,44.21,60.75,61.18,29.59,45.49,48.84,49.35,75.19,48.17,66.95,79.51,17.7,70.04,42.65,53.73,34.42,41.56,26.66,28.65,27.83,45.27,19.86,58.12,63.77,68.27,42.07,16.37,44.28,35.63,14.98,61.03,42.08,64.22,20.84,46.77,17.06,43.03,30.33,50.97,52.28,41.68,25.66,69.33,66.14,22.18,18.56,72.55,69.1,70.49,25.03,43.35,56.84,44.86,41.46,54.93,29.93,73.09,walking
244,28/4/2020,37.53,17.49,44.06,47.74,42.77,43.22,46.5,48.33,62.65,30.76,48.4,50.35,49.29,82.19,47.35,47.25,70.97,19.22,59.81,43.64,52.13,36.87,48,26.13,29.38,28.29,39.05,18.61,69.03,52.69,69.61,36.49,17.71,43.72,36.51,15.76,48.79,42.31,72.91,21.3,51.67,17.68,46.21,29.61,52.59,53.22,44.14,26.32,78.14,62.86,27.36,18.77,73.6,58.86,71.86,24.51,40.66,59.83,49.21,35.33,57.61,25.03,78.36,walking
245,29/4/2020,41.49,22.78,41.71,40.06,50.36,44.22,44.04,52.77,63.49,32.47,41.43,40.05,41.11,69.03,49.81,70.65,70.35,18.96,59.04,41.53,57.35,33.26,42.22,26.04,32.21,24.11,35.01,20.08,69.07,56.74,66.8,39.75,20.67,45.87,38.11,15.88,58.45,38.87,81.09,21.97,41.22,16.3,58.19,30.7,54.12,54.36,40.76,26.11,65.37,51.62,34.32,18.22,76.49,65.03,75.29,25.6,39.82,63.34,51.54,37.8,56.67,34.41,98.16,walking
246,30/4/2020,38.25,24.8,44.69,46.55,51.45,48.58,50.01,62.25,62.18,35.1,47.35,49.65,46.81,68.65,48.88,78.62,83.1,18.88,60.08,43.09,55.68,38.1,57.53,26.21,31.92,25.52,56.47,21.15,70.43,62.14,81.37,38.66,20.75,41.69,45.98,16.89,59.81,40.71,74.95,23,48.79,19.61,61.06,30.53,58.16,51.32,38.29,27.22,72.47,72.27,39.01,30.01,87.73,59.72,89.92,28.5,39.93,59.13,48.36,37.29,57.81,33.54,95.04,walking
247,1/5/2020,38.68,16.62,46.44,46.62,51.8,37.63,42.92,59.28,74.84,24.15,42.86,40.25,46.3,84.29,49.03,91.55,70.98,15.67,59.29,42.87,62.41,30.11,40.09,27.86,33.96,37.79,43.47,19.86,74.47,72.61,78.28,28.92,20.46,45.73,38.18,15.41,61.28,36.47,72.16,22.56,39.34,15.96,62.77,24.99,54.03,54.35,25.46,29.64,56.53,62.17,43.71,32,65.43,59.78,108.68,29.76,17.66,58.6,53.61,44.94,69.58,21.2,90.82,walking
248,2/5/2020,32.28,20.61,42.74,49.18,60.18,40.89,41.56,52.1,69.67,27.77,50.64,39.65,40.08,80.43,51.98,59.18,69.88,17.84,59.26,41.02,52.18,33.69,44.07,26.4,34.21,36.32,48.44,24.94,69.19,41.3,65.95,37.41,21.74,41.83,42.25,17.96,61.65,24.06,83.82,21.29,44.84,19.6,55.76,24.84,52.86,54.13,31.7,29.03,70.83,62.31,40.06,41.36,84.16,55.61,103.93,30.05,17.36,52.03,51.36,50.01,71.29,30.97,91.44,walking
249,3/5/2020,43.41,12.44,44.28,46.38,74.43,28.94,30.17,52.14,65.53,21.48,41.1,50.07,38.75,86.44,54.45,76.34,91.61,17.45,75.48,40.67,52.22,29.76,34.97,29.57,34.31,31.92,61.45,25.42,61.93,56.61,59.88,49.89,19.82,44.95,30.67,15.5,64.81,31.53,78.55,21.99,41.63,21.59,52.27,22.96,51.28,53.21,40.43,27.62,59.8,91.5,36.06,35.69,78.66,70.25,80.5,28.59,19.46,55.73,52,39.99,57.64,23.48,88.96,walking
250,4/5/2020,49.59,21.35,48.16,54.51,61.5,44.27,42.06,57.38,65.69,34.5,48.83,53.48,46.42,87.77,53.63,78.91,88.39,21.65,67.46,53.95,51.22,38.2,43.28,31.91,34.87,34.83,60.85,34.51,71.02,75.21,69.35,47.83,19.87,43.98,39.53,17.46,64.46,30.04,84.29,23.24,47.97,23.15,54.8,31.93,54.75,57.91,49.44,27.35,71.7,78.62,47.07,33.49,76.43,74.23,73.44,28.45,44.23,59.52,51.96,43.61,63.27,38.77,86.78,walking
251,5/5/2020,46.44,22.63,48.55,53.07,64.98,47.54,52.89,61.38,72.58,36.23,46.73,51.21,46.44,90.13,51.92,93.18,99.02,22.3,71.69,55.73,48.72,37.38,47.8,31.74,33.61,34.46,51.98,34.45,53.24,65.86,74.03,48.04,18.24,45.35,40.21,18.39,70.34,34.75,86.28,22.43,42.65,26.17,51.74,32.66,58.21,54.69,48.85,28.69,71.96,75.23,49.92,33.7,83.4,64.94,75.52,30.58,45.86,63.49,52.11,45.92,64.79,35.22,87.52,walking
252,6/5/2020,52.84,23.84,48.99,56.95,71.65,48.29,38.12,55.47,75.32,34.15,49.59,54.96,48.14,91.81,57.44,92.98,96.71,24.78,76.51,53.02,50.15,38.3,44.69,32.93,34.39,35.21,65.32,34.86,63.34,70.42,74.11,54.55,18.61,43.76,41,19.38,70.17,35.2,91.72,22.75,42.84,25.76,53.19,29.47,58.7,55.73,46.34,28.99,70.46,84.06,54.65,33.48,86.79,76.04,75.73,29.78,45.9,58.38,50.5,49.36,64.32,36.06,88.51,walking
253,7/5/2020,52.37,23.84,53.98,61.4,73.34,46.56,55.65,61.48,72.43,35.53,48.74,63.8,54.42,100.04,56.58,84.99,92.43,25.53,79.51,53.56,51.12,40.95,44.99,33.16,35.5,31.92,70.82,36.22,71.61,63.41,76.52,53.08,18.79,47.97,40.47,17.28,72.87,40.57,89.41,23.06,52.25,27.23,54.69,30.64,61.36,56.38,53.97,31.21,79.62,89.89,53.62,31.76,88.61,83.02,82.66,30.96,46.95,58.13,48.39,50.31,68.9,40.05,89.33,walking
254,8/5/2020,48.1,30.63,53.94,63.62,76.81,53.45,61.74,62.58,75.74,38.4,49.83,66.2,61.68,101.83,46.85,95.91,93.74,21.98,83.97,56.02,61.86,44.4,58.72,34.24,33.86,41.12,50.39,38.28,74.12,76.46,93.65,54.7,22.99,47.45,45.64,17.76,81.33,41.27,91.25,24.84,62.99,27.29,47.55,34.45,61.07,52.96,55.35,33.3,80.69,91.03,53.65,33.26,95.95,85.82,106.01,32.85,46.81,65.76,49.79,53.26,73.57,44.36,98.88,walking
255,9/5/2020,44.86,24.84,42.87,55.41,92.44,53.02,71.5,67.49,68.96,35.8,49.93,58.54,59.9,102.64,54,90.12,104.24,22.07,86.37,54.89,52.27,43.66,50.81,32.57,34.98,43.38,53.6,42.35,60.73,77.89,93.65,46.45,22.86,51.7,52.87,19.9,82.85,35.96,95.56,22.65,69.15,20.89,51.06,28.8,53.51,58.86,56.61,34.56,84.52,88,43.66,27.12,98.35,85.63,99.1,33.92,22.58,61.43,53.32,55.61,75.32,40.1,109.92,walking
256,10/5/2020,68.87,15.58,48.27,45.27,58.24,31.95,56.21,60.31,58.27,32.08,41.58,47.75,41.21,83.63,58.56,85.67,76.08,22.35,67.66,47.43,46.44,39.95,36.29,32.27,35.03,26.05,70.83,34.23,64.15,68.36,83.07,45.58,18.1,48.49,46.63,16.42,60.29,34.1,71.22,23.07,67.4,20.34,48.4,30.86,54.54,59.07,54.5,29.52,73.81,82.63,38.59,22.49,72.97,68.26,76.09,31.19,29.3,67.13,53.86,38.68,55.76,25.89,97.73,walking
257,11/5/2020,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,walking
258,12/5/2020,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,walking
259,13/5/2020,61.79,28.33,50.66,56.28,71.3,47.06,70.14,65.92,81.49,32.49,52.89,65.38,51.68,92.24,55.99,71.17,81.56,48.88,70.99,60.85,49.96,41.88,43.11,35.5,37.15,31.96,68.28,30.8,64.79,55.57,65.86,62.63,18.03,51.1,43.33,17.74,65.6,51.69,89.94,26.77,50.93,22.74,47.93,37.97,65.52,60.18,62.43,29.4,72.21,75.34,46.54,31.23,79.78,73.34,78.75,32.68,53.36,84.28,53.36,50.92,76.46,43.98,87.72,walking
260,14/5/2020,56.46,28.44,54.93,55.44,73.78,48.12,68.85,65.92,79.21,31.49,55.13,66.57,51.57,91.64,54.52,83.1,83.9,49.71,76.74,61,53.99,45.85,47.57,35.52,36.89,35.33,75.25,35.04,65.73,65.76,78.68,66.16,17.78,53.11,45.93,16.92,69.41,56.19,91.63,25.88,51.33,23.75,44.27,45.61,66.57,60.38,63.51,30.3,78.49,83.07,49.95,27.92,82.02,77.18,86.85,33.81,54.61,73.86,54.86,53.86,78.54,43.36,96.73,walking
261,15/5/2020,54.41,31.63,63.26,54.72,79.51,51.8,77.06,75.93,86.56,38.56,53.03,63.93,52.99,93.69,50.28,90.64,81.99,54.74,81.74,61.24,64.67,43.96,67.38,35.86,40.97,35.3,52.61,34.84,53.19,72.31,94.9,73.25,22.82,58.88,54.49,17.71,78.18,58.14,93.48,27.69,60.76,28.91,51.78,64.89,69.77,59.4,66.04,34.17,71.84,75.3,55.02,30.3,89.15,83.22,113.17,38.5,59.46,80.99,53.96,60.28,92.87,45.44,107.53,walking
262,16/5/2020,48.36,28.81,54.18,59.94,85.02,48.88,72.03,71.33,88.81,23.12,61.77,58.3,59.67,84.3,54.11,68.02,73.93,54.51,90.52,54.87,56.48,45.16,53.45,35.35,42.95,38.97,51.97,37.25,71.52,46.98,79.22,68.48,22.8,53.06,53.35,17.32,76.86,47.34,85.28,29.08,60.41,30.73,54.35,59.83,63.91,61.23,63.75,31.67,74.65,69.72,46.69,27.46,87.21,91.23,108.41,40.59,25.72,79.6,55.29,62.16,92.48,41.16,122.15,walking
263,17/5/2020,45.2,18.49,53.06,60.89,85.14,32.32,69.3,70.29,75.55,16.85,52.65,61.16,55.2,76.44,57.81,69.29,78,42.83,90.51,49.68,48.77,37.07,37.59,36.91,41.32,34.61,62.79,37.99,61.52,52.28,61.3,69.03,18.09,54.19,37.68,17.16,73.01,54.31,90.65,32.69,59.86,27.03,44.71,56.96,63.37,61.55,50.08,30.82,81.95,74.68,37.86,26.01,75.88,86.25,82.4,36.72,24.19,73.79,55.21,54.38,72.02,27.85,101.21,walking
264,18/5/2020,67.46,30.79,54.45,71.56,80.88,48.45,73.04,65.89,75.29,25.89,57.23,75.01,60.81,84.31,55.45,87.23,92.68,54.44,88.46,65.34,48.63,49.65,50.15,38.45,40.52,37.03,62.91,40.36,52.52,71.21,84.52,76.41,16.51,56.65,47.23,19.95,70.47,55.37,81.35,31.69,61.23,31.23,38.55,71.62,69.13,61.07,64.12,29.73,89.29,84.57,48.95,36.39,84.71,91.26,67.96,35.1,28.5,82.53,57.32,56.37,79.45,39.99,94.33,walking
265,19/5/2020,63.2,30.37,54.75,71.7,86.21,50.96,77.09,66.05,90.98,25.04,55.51,65.98,61.01,99.39,57.34,94.18,87.74,59.12,92.02,65.91,53.2,49.23,48.38,38.38,45.1,45.98,60.99,39.54,59.46,72.92,85.31,78.82,18.43,58.36,48.08,19.63,77.5,56.94,95.74,31.82,62.82,30.75,45.93,69.82,71.07,63.99,63.97,29.48,88.57,77.16,51.54,36.83,86.74,95.24,69.95,35.11,32.63,84.49,58.68,61.57,84.13,42.52,90.18,walking
266,20/5/2020,66.57,28.85,52.71,71.21,91.32,51.86,72.98,63.65,98.09,27.25,56.99,65.21,61.92,111.33,57.2,98.67,88.38,61.63,95.48,68.38,53.97,50.11,50.23,39.86,45.22,49.9,64.97,42.65,59.53,68.03,95.12,79.09,17.13,59.76,48.28,18.76,88.11,58.63,99.14,32.37,69.86,31.44,48.25,61.2,70.35,67.6,55.29,30.41,101.07,97.34,52.63,36.62,94.37,99.94,73.92,35.7,66.59,86.57,54.39,65.86,86.94,45.28,91.51,walking
267,21/5/2020,67.97,29.04,56.25,68.8,90.34,52.03,69.66,65.55,97.15,20.98,56.18,81.75,61.96,112.02,58.74,99.29,99.98,55.25,115.17,64.8,50.68,53.11,44.58,40.84,48.66,41.63,77.06,46.43,62.64,67.03,91.04,74.82,16.18,62.6,49.8,19.02,93.87,64.96,93.35,32.18,72.62,33.03,50.14,67.22,68.9,68.16,73.51,30.78,93.94,95.48,51.69,36.57,96.3,114.5,70.1,37.83,59.75,87.97,52.71,61.35,90.55,35.39,94.32,walking
268,22/5/2020,68.49,31.99,62.29,76.04,85.3,54.51,81.16,68.62,105.96,29.65,61.38,92.47,60.42,109.97,51.14,121.94,107.93,60.29,99.99,71.34,64.2,57.5,72.22,40,50.35,37.71,63.78,49.45,74.78,88.56,121.04,82.35,20.88,66.37,55.02,20.53,94.06,67.5,102.03,32.4,78,36.66,58.54,69.92,71.52,65.03,75.34,34,101.07,106.13,58.95,38.19,104.92,118.13,95.31,43.3,59.18,89.62,57.32,64.7,104.37,41.38,108.15,walking
269,23/5/2020,48.02,31.4,49.48,56.69,86.66,48.99,77.59,65.89,101.32,24.59,61.38,78.27,38.3,102.32,54.25,119.37,103.64,54.27,86.18,67.22,58.97,52.51,69.51,39.4,43.87,41.28,62.76,53.83,81.99,85.96,114.91,57.25,22.67,56.5,57.26,19.21,84.58,52.37,95.19,29.79,66.37,35.92,56.58,59.52,67.45,47.59,71.4,34.8,62.4,90.37,51.14,32.62,79.46,81.6,109.26,45.51,21.11,79.48,56.64,60.98,101.57,38.26,121.62,walking
270,24/5/2020,42.56,16.83,52.74,52.92,73.35,31.44,55.99,68.42,86.58,18.96,55.94,65.31,44.66,75.32,36.38,84.82,87.14,46.13,76.8,56.75,48.88,43.79,29.57,39.53,37.43,46.33,71.56,48.04,69.94,54.73,79.3,62.34,16.79,41.43,39.38,16.56,60.22,48.88,80.8,31.31,54.71,31.21,48.44,47.82,69.03,50.04,46.52,32.95,67.58,83.62,47.95,26.92,80.85,89.34,88.85,39.32,17.22,78.77,60.36,58.47,85.35,28.34,99.9,walking
271,25/5/2020,74.97,21.37,54.77,62.19,83.01,46.25,64.69,67.42,96.9,29.26,56.8,75.65,51.3,100.54,46.71,104.09,102.84,59.53,88.31,69.48,54.05,46.64,46.72,40.78,44.98,44.19,80.8,45.13,65.66,77.27,107.97,80.12,16.69,45.37,49.68,20.48,79.85,56.23,102.34,33.39,61.5,32.81,45.24,67.84,81.37,54.02,65.46,32.12,78.84,98.03,53.9,41.3,94.37,95.51,75.94,38.22,20.13,83.67,59.18,69.28,78.61,36.96,90.26,walking
272,26/5/2020,70.66,30.85,56.85,66.45,89.03,52.17,71.06,69.86,101.36,29.5,62,78.32,60.56,107.66,44.98,127.36,114.27,64.6,96.16,63.22,52.42,50.38,46.5,45.49,43.3,45.21,82.91,46.35,66.56,94.47,114.01,85.26,15.89,48.37,48.82,21.21,85.7,57.96,101.76,31.95,68.35,33.31,45.92,62.76,84.6,56.51,62.3,31.78,86.43,93.03,55.88,43.58,103.14,102.16,75.26,39.09,27.9,87.27,59.61,67,91.83,38.29,92.22,walking
273,27/5/2020,65.67,33.27,59.12,75.84,91.35,52.95,73.43,63.15,102.05,28.13,59.52,88.94,66.46,105.52,48.22,110.27,107.8,66.12,98.12,70.11,49.66,53.42,49.62,42.86,44.39,47.78,92.17,48.22,71.61,97.89,119.71,89.75,17.32,50.92,49.15,22.7,88.14,63.5,106.54,35.02,73.43,34.16,46.9,74.86,86.78,71.6,72.9,31.51,95.71,103.21,57.1,43.21,95.59,103.59,71.66,40.09,60.08,89.92,61.32,68.43,93.44,48.43,93.54,walking
274,28/5/2020,67.16,32.63,60.71,67.17,89.95,54.48,72.09,63.15,96.86,29.59,61.38,85.9,55.6,111.57,46.16,112.38,105.27,65.88,100.55,70.1,57.55,51.63,51.6,41.69,43.77,54.35,62.25,47.96,72.96,91.92,107.03,81.43,17.13,48.36,50.62,22.88,87.62,73.25,110.01,34.01,69.03,34.78,47.4,69.51,87.23,76.46,73.16,32.59,80.5,95.99,55.93,43.98,100.99,103.78,79.65,40.62,62.13,86.61,61.61,70.61,94.3,46.72,96.86,walking
275,29/5/2020,69.89,34.67,73.11,77.68,93.75,59.65,73.21,71.53,106.07,33.86,59.57,92.3,71.11,130.98,44.14,122.03,107.77,69.29,110.61,78.24,59.29,57.95,65.44,45.09,50.52,53.92,61.39,48.79,90.1,99.9,123.5,90.79,17.21,55.63,58.22,23.32,99.48,83.27,118.97,31.27,83.09,39.4,58.92,66.33,80.53,75.02,77.45,37.16,92.73,104.34,61.2,47.01,113.73,113.4,114.78,48.89,65.99,91.29,64,77.09,109.16,58.89,111.23,walking
276,13/1/2020,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,transit
277,14/1/2020,100,100,101.78,100,98.67,102.45,100,100,100.03,100,100,100,98.02,98.09,100,99.03,98.58,100.31,102.85,100,100,100,100,100,100,101.47,100,100.82,99.33,100,100,96.05,100,100,100.05,100,100.13,97.91,103.33,98.82,100,100,100,100,100,100,100,98.45,90.14,100,100,98.32,98.91,102.26,107.64,100,100,100,100,104.2,97.77,100,100,transit
278,15/1/2020,100,100,100.64,100,105.01,104.28,100,100,98.01,100,100,100,101.88,98.22,100,99.77,99.52,102.48,102.41,100,100,100,100,100,100,105.76,100,100.4,101.16,100,100,92.65,100,100,100.15,100,101.53,99.45,102.63,101.03,100,100,100,100,100,100,100,96.46,96.37,100,100,101.88,100.67,106.79,119.93,100,100,100,100,105.37,98.84,100,100,transit
279,16/1/2020,100,100,99.58,100,105.87,100.2,100,100,101.01,100,100,100,103.3,99.55,100,100.6,101.67,103.75,105.37,100,100,100,100,100,100,109.21,100,99.52,107.02,100,100,97.1,100,100,101.98,100,102.6,100.19,106.54,97.04,100,100,100,100,100,100,100,105.04,93.12,100,100,106.29,102.31,100.41,124.1,100,100,100,100,103.89,99.04,100,100,transit
280,17/1/2020,100,100,98.34,100,113.55,97.06,100,100,105.42,100,100,100,107.22,111.53,100,127.37,104.5,106.97,114.32,100,100,100,100,100,100,116.67,100,107.35,128.61,100,100,100.71,100,100,110.88,100,111.68,94,118.12,104.79,100,100,100,100,100,100,100,120.4,97.58,100,100,120.34,102.76,105.77,135.24,100,100,100,100,109.38,108.03,100,100,transit
281,18/1/2020,100,100,86.97,100,110.73,81.01,100,100,89.65,100,100,100,101.48,108.82,100,109.89,101.66,111.44,116.37,100,100,100,100,100,100,114.31,100,113.33,131.7,100,100,94.58,100,100,96.82,100,111.47,88.77,117.65,96.78,100,100,100,100,100,100,100,107.33,96.28,100,100,112.86,110.37,102.94,130.25,100,100,100,100,115.05,97.41,100,100,transit
282,19/1/2020,100,100,99.87,100,100.53,69.05,100,100,75.87,100,100,100,92.46,102.06,100,87.07,98.45,93.29,102.26,100,100,100,100,100,100,110.74,100,108.25,104.9,100,100,88.16,100,100,77.79,100,101.94,106.3,107.06,101.63,100,100,100,100,100,100,100,93.66,93.21,100,100,94.58,111.8,98.62,120.85,100,100,100,100,99.52,85.4,100,100,transit
283,20/1/2020,100,100,107.29,100,105.62,100.37,100,100,98.64,100,100,100,97.34,96.41,100,102.85,101.21,97.27,99.42,100,100,100,100,100,100,110.35,100,102.14,102.13,100,100,94.54,100,100,99.28,100,100.32,104.91,106.9,100.43,100,100,100,100,100,100,100,92.37,92.37,100,100,103.87,107.03,103.98,119.26,100,100,100,100,103.88,92.39,100,100,transit
284,21/1/2020,100,100,109.13,100,110.39,109.18,100,100,99,100,100,100,100.71,99.1,100,102.71,101.75,97.37,101.25,100,100,100,100,100,100,106.75,100,99.04,102.41,100,100,92.1,100,100,98.72,100,101.05,104.71,106.04,101.46,100,100,100,100,100,100,100,92.08,85.49,100,100,102,104.25,105.3,113.83,100,100,100,100,108,100.27,100,100,transit
285,22/1/2020,100,100,107.03,100,114.35,106.12,100,100,100.79,100,100,100,107.19,99.58,100,101.79,99.77,101.6,100.44,100,100,100,100,100,100,106.14,100,100.05,101.15,100,100,95.55,100,100,98.51,100,101.38,103.93,108.67,106.43,100,100,100,100,100,100,100,91.49,96.56,100,100,106.9,106.43,109.24,101.2,100,100,100,100,110.91,101.06,100,100,transit
286,23/1/2020,100,100,106.64,100,111.03,102.51,100,100,101.45,100,100,100,110.59,103.12,100,102.3,102.42,98.73,103.03,100,100,100,100,100,100,111.58,100,102.72,105.97,100,100,94.96,100,100,101.45,100,103.56,105.2,108.15,107.95,100,100,100,100,100,100,100,93.31,94.79,100,100,113.27,104.09,104.2,76.72,100,100,100,100,108.37,103.29,100,100,transit
287,24/1/2020,100,100,100.19,100,116.9,99.99,100,100,108.86,100,100,100,108.15,114.83,100,120.98,104.24,102.88,111.85,100,100,100,100,100,100,119.46,100,107.54,131.96,100,100,106.51,100,100,109.94,100,116.13,101.16,115.52,116.78,100,100,100,100,100,100,100,77.19,109.21,100,100,122.48,113.28,105.31,79.13,100,100,100,100,115.49,113.06,100,100,transit
288,25/1/2020,100,100,90.61,100,116.25,81.78,100,100,91.47,100,100,100,98.9,111.8,100,107.59,98.82,108.67,117.24,100,100,100,100,100,100,124.24,100,116.79,132.99,100,100,83.87,100,100,97.91,100,115.33,94.26,125.04,95.34,100,100,100,100,100,100,100,77.7,106.7,100,100,117.48,121.42,103.38,85.78,100,100,100,100,118.64,101.88,100,100,transit
289,26/1/2020,100,100,81.83,100,106.64,70.41,100,100,75.15,100,100,100,95,98.21,100,95.86,95.71,86.82,99.33,100,100,100,100,100,100,107.62,100,110.36,101.53,100,100,83.96,100,100,76.61,100,105.83,99.81,112.65,91.41,100,100,100,100,100,100,100,80.27,103.53,100,100,100.02,112.38,94.37,94.16,100,100,100,100,100.95,81.35,100,100,transit
290,27/1/2020,100,100,101.78,100,113.29,105.37,100,100,93.28,100,100,100,98.53,100.76,100,101.66,99.14,93.38,101.54,100,100,100,100,100,100,111.68,100,101.6,96.58,100,100,89.71,100,100,95.72,100,103.27,113.06,106.31,93.62,100,100,100,100,100,100,100,77.87,91.07,100,100,103.94,107.42,100.71,100.05,100,100,100,100,103.81,97.56,100,100,transit
291,28/1/2020,100,100,104.81,100,115.8,110.46,100,100,95.88,100,100,100,102.76,105.78,100,105.38,104.02,96.84,101.07,100,100,100,100,100,100,110.26,100,101.95,100.7,100,100,87.61,100,100,96.48,100,104.24,109.23,106.06,87.09,100,100,100,100,100,100,100,73.42,92,100,100,106.38,107.58,101.82,93.07,100,100,100,100,105.67,97.08,100,100,transit
292,29/1/2020,100,100,103.03,100,117.19,108.95,100,100,94.14,100,100,100,106.37,108.27,100,107.18,100.54,102.13,99.92,100,100,100,100,100,100,111.99,100,102.49,102.45,100,100,91.73,100,100,96.5,100,104.94,106.71,103.15,90.46,100,100,100,100,100,100,100,69.6,96.19,100,100,107.91,104.87,106.52,97.97,100,100,100,100,109.06,97.49,100,100,transit
293,30/1/2020,100,100,101.91,100,118.26,103.38,100,100,97.63,100,100,100,105.84,111.65,100,105.52,97.82,102.44,102.77,100,100,100,100,100,100,114.4,100,100.8,103.5,100,100,93.95,100,100,98.53,100,112.14,112.72,101.91,84.23,100,100,100,100,100,100,100,76.26,98.33,100,100,111.9,103.88,102.47,102.51,100,100,100,100,108.51,100.72,100,100,transit
